RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_REPORTED	EYE_TRACKED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_LAUNCH_X	IA_FIRST_RUN_LAUNCH_Y	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_COUNT_24	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_FSA_DURATION_24	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_LAUNCH_X	IA_LAST_RUN_LAUNCH_Y	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_LAUNCH_X	IA_SECOND_RUN_LAUNCH_Y	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_LAUNCH_X	IA_THIRD_RUN_LAUNCH_Y	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	SAMPLING_RATE	TIME_SCALE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	actor	bg_code	bg_name	block	calibration	condition	frame_rate	object	object_outcome	object_pos	object_pos_outcome	outcome	position	session	session_type	split_by	subject	subject_session	test_phase	trial_overall	trial_w_session	video_file_cue	video_file_outcome
Maylo_5	2	Maylo_5.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 0, 21]	true	3492131	2	outcome_video	true	3477429	Fixations	1000.00	IP Relative	14284.00	7	4	Trial: 2	3422776	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	2	False	A2	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-11	OBJ-11	down	up	LOCATION	left	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	8	2	FIRST-TEST_A2_COM_UNTEN_LINKS_OBJ-11.mp4	OUTCOME_OBJ-11_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 23, 0, 23]	true	3560560	1	first_video	true	3544681	Fixations	1000.00	IP Relative	15507.00	7	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 23, 0, 23]	true	3560560	1	first_video	true	3544681	Fixations	1000.00	IP Relative	15507.00	7	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	418000.00	6378.72	1080	11430	0.7371	false	.	1507	2	.	.	2	359	0	1381.30	339.60	1	1507	1865	0.1429	1	131.30	266.20	983.80	375.40	359	6.14	17.98	358	1	305	0.7143	5	0	0	3	0	0	0	7808	0	.	23	.	actor_right	308	2	15571	1685.40	484.60	9923	15879	0.5714	4	120.10	499.10	750.90	363.20	5892	1.64	-8.15	15570	6	15549	1250	0	0	7302.20	5650.70	.	0	0	0	0	0	0	11430	1800	2	2115	2	5892	1370.10	358.10	9923	15879	0.5714	4	120.10	499.10	750.90	363.20	5892	11430	0	.	.	25	2	8033	1564.40	395.70	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 0, 23]	true	3560560	1	first_video	true	3544681	Fixations	1000.00	IP Relative	15507.00	7	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 0, 23]	true	3560560	1	first_video	true	3544681	Fixations	1000.00	IP Relative	15507.00	7	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	122500.00	7576.43	355	2565	0.3018	false	.	282	1	.	.	1	0	0	795.70	205.80	1	282	281	0.1667	1	10.70	.	.	.	0	.	.	.	.	.	0.5000	3	1	0	0	0	49	0	0	0	.	21	.	upper_object	49	2	6169	874.30	308.40	2283	6217	0.3333	2	262.60	-689.50	1474.50	303.70	3914	1.63	-176.72	6168	3	6148	785	1	1	7876.90	7386.10	.	0	0	0	0	0	0	2565	1135	2	2234	2	3914	1047.60	267.80	2283	6217	0.3333	2	262.60	-689.50	1474.50	303.70	3914	2565	0	.	.	49	2	6169	874.30	308.40	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[21, 0, 21, 0]	true	3576512	2	outcome_video	true	3564928	Fixations	1000.00	IP Relative	8499.00	6	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[21, 0, 21, 0]	true	3576512	2	outcome_video	true	3564928	Fixations	1000.00	IP Relative	8499.00	6	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[21, 0, 21, 0]	true	3576512	2	outcome_video	true	3564928	Fixations	1000.00	IP Relative	8499.00	6	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_5	3	Maylo_5.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[21, 0, 21, 0]	true	3576512	2	outcome_video	true	3564928	Fixations	1000.00	IP Relative	8499.00	6	4	Trial: 3	3501277	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_5	3	False	A1	(255, 255, 255, 255)	white	1	w_fly64.mp4	COM	30.3	OBJ-1	OBJ-12	up	up	IDENTITY	right	3	3	[1, 1, 1, 0, 0]	subj.02	subj.02_3	FIRST-TEST	9	3	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-1.mp4	OUTCOME_OBJ-12_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	122500.00	5116.05	355	762	0.0503	false	.	454	6	23	[23]	3	9851	1	1078.90	209.60	0	454	10304	0.0833	1	293.90	-868.00	1653.00	455.60	9851	10.09	155.10	9850	5	9735	0.1667	2	0	0	2	0	0	0	2027	0	.	21	.	upper_object	308	2	12238	911.80	272.40	308	12545	0.0833	1	126.80	-757.10	1542.10	389.80	12238	10.84	164.96	12237	7	12097	785	0	0	5164.00	5068.10	.	1	2	0	0	0	0	454	1135	2	308	2	12238	911.80	272.40	308	12545	0.0833	1	126.80	-757.10	1542.10	389.80	12238	454	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 23, 21, 23, 21, 23, 0, 23]	true	7349834	1	first_video	true	7333961	Fixations	1000.00	IP Relative	15147.00	12	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 23, 21, 23, 21, 23, 0, 23]	true	7349834	1	first_video	true	7333961	Fixations	1000.00	IP Relative	15147.00	12	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	418000.00	4896.70	1080	12026	0.7940	false	.	267	4	.	.	2	2417	0	1540.40	361.20	1	7293	9734	0.1667	2	290.40	539.10	710.90	0.70	2417	15.30	-27.32	2416	3	2338	0.4167	5	2	0	1	0	762	0	7026	0	.	23	.	actor_right	2706	4	13167	1433.00	346.10	2706	15873	0.0833	1	183.00	-206.50	1456.50	245.40	13167	0.06	-51.05	13166	11	13144	1250	0	0	5449.70	4633.70	.	0	0	1	2	1	2	12788	1800	4	7026	1	2709	1653.00	455.60	1726	12096	0.0833	1	292.10	171.10	1078.90	209.60	10371	12026	0	.	.	1726	2	10371	1542.10	389.80	301	12902	0.0833	1	177.50	338.20	911.80	272.40	12602	320	RECTANGLE	[0, 23, 21, 23, 21, 23, 0, 23]	true	7349834	1	first_video	true	7333961	Fixations	1000.00	IP Relative	15147.00	12	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 21, 23, 21, 23, 0, 23]	true	7349834	1	first_video	true	7333961	Fixations	1000.00	IP Relative	15147.00	12	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	122500.00	6094.08	355	6184	0.4440	false	.	229	4	23	[23]	3	1961	1	1114.10	257.00	0	229	2189	0.0714	1	329.10	-477.10	1262.10	336.70	1961	0.82	152.02	1960	3	1951	0.3571	5	2	0	0	0	2038	0	0	0	.	21	.	upper_object	1865	3	12848	1005.50	94.90	5373	14713	0.1429	2	300.10	-255.00	1040.00	-16.50	9286	1.91	-131.41	12847	13	12794	785	0	0	6573.10	5600.70	.	1	1	0	0	0	0	6184	1135	3	409	2	8429	1113.30	321.60	582	9016	0.1429	2	328.30	378.80	406.20	106.10	8429	6184	1	.	.	173	2	8844	1131.60	281.20	5373	14713	0.1429	2	300.10	-255.00	1040.00	-16.50	9286	5	RECTANGLE	[0, 23, 21, 0, 21, 0, 21]	true	7368923	2	outcome_video	true	7354210	Fixations	1000.00	IP Relative	13929.00	14	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 23, 21, 0, 21, 0, 21]	true	7368923	2	outcome_video	true	7354210	Fixations	1000.00	IP Relative	13929.00	14	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	418000.00	5065.30	1080	24	0.0017	false	.	24	3	.	.	2	1927	0	1262.10	336.70	1	24	1950	0.0714	1	12.10	-255.60	1505.60	203.80	1927	3.94	-139.65	1926	2	1892	0.0714	1	1	0	0	0	229	0	0	0	.	23	.	actor_right	24	1	1927	1262.10	336.70	24	1950	0.0714	1	12.10	-255.60	1505.60	203.80	1927	3.94	-139.65	1926	2	1892	1250	0	0	5065.30	5065.30	.	0	0	1	1	1	1	6208	1800	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	24	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 21, 0, 21, 0, 21]	true	7368923	2	outcome_video	true	7354210	Fixations	1000.00	IP Relative	13929.00	14	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	1	Maylo_6.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 23, 21, 0, 21, 0, 21]	true	7368923	2	outcome_video	true	7354210	Fixations	1000.00	IP Relative	13929.00	14	4	Trial: 1	7333256	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	1	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-7	OBJ-7	up	up	NO	right	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	10	1	FIRST-TEST_A2_COM_OBEN_RECHTS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Maylo_6	2	Maylo_6.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 24, 22, 24]	true	7398952	1	first_video	true	7383071	Fixations	1000.00	IP Relative	15598.00	6	4	Trial: 2	7374225	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Maylo_6	2	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-4	OBJ-5	down	down	IDENTITY	left	4	4	[1, 1, 1, 0, 0]	subj.02	subj.02_4	FIRST-TEST	11	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-4.mp4	OUTCOME_OBJ-5_UNTEN.mp4
